Offer                                               Publisher                           Sku                                                Urn                                                                                                                               Version
WindowsServer                                       MicrosoftWindowsServer              2012-Datacenter-smalldisk                          MicrosoftWindowsServer:WindowsServer:2012-Datacenter-smalldisk:9200.23200.2011052040                                              9200.23200.2011052040
WindowsServer                                       MicrosoftWindowsServer              2012-Datacenter-smalldisk                          MicrosoftWindowsServer:WindowsServer:2012-Datacenter-smalldisk:9200.23221.2012051549                                              9200.23221.2012051549
RightImage-WindowsServer                            RightScaleWindowsServer             2012-Datacenter                                    RightScaleWindowsServer:RightImage-WindowsServer:2012-Datacenter:13.4.12                                                          13.4.12
RightImage-WindowsServer                            RightScaleWindowsServer             2012-Datacenter                                    RightScaleWindowsServer:RightImage-WindowsServer:2012-Datacenter:13.5.0                                                           13.5.0
RightImage-WindowsServer                            RightScaleWindowsServer             2012-Datacenter                                    RightScaleWindowsServer:RightImage-WindowsServer:2012-Datacenter:14.0.0                                                           14.0.0
RightImage-WindowsServer                            RightScaleWindowsServer             2012-Datacenter                                    RightScaleWindowsServer:RightImage-WindowsServer:2012-Datacenter:14.2.0                                                           14.2.0
RightImage-WindowsServer                            RightScaleWindowsServer             2012-Datacenter                                    RightScaleWindowsServer:RightImage-WindowsServer:2012-Datacenter:5.8.8                                                            5.8.8
WindowsServer                                       MicrosoftWindowsServer              2012-datacenter-smalldisk-g2                       MicrosoftWindowsServer:WindowsServer:2012-datacenter-smalldisk-g2:9200.22931.1912060024                                           9200.22931.1912060024
WindowsServer                                       MicrosoftWindowsServer              2012-datacenter-smalldisk-g2                       MicrosoftWindowsServer:WindowsServer:2012-datacenter-smalldisk-g2:9200.22952.2001101758                                           9200.22952.2001101758
WindowsServer                                       MicrosoftWindowsServer              2012-datacenter-smalldisk-g2                       MicrosoftWindowsServer:WindowsServer:2012-datacenter-smalldisk-g2:9200.22952.2001292016                                           9200.22952.2001292016
WindowsServer                                       MicrosoftWindowsServer              2012-datacenter-smalldisk-g2                       MicrosoftWindowsServer:WindowsServer:2012-datacenter-smalldisk-g2:9200.22978.2002070918                                           9200.22978.2002070918
WindowsServer                                       MicrosoftWindowsServer              2012-datacenter-smalldisk-g2                       MicrosoftWindowsServer:WindowsServer:2012-datacenter-smalldisk-g2:9200.22998.2003082128                                           9200.22998.2003082128
WindowsServer                                       MicrosoftWindowsServer              2012-datacenter-smalldisk-g2                       MicrosoftWindowsServer:WindowsServer:2012-datacenter-smalldisk-g2:9200.23016.2004101828                                           9200.23016.2004101828
WindowsServer                                       MicrosoftWindowsServer              2012-datacenter-smalldisk-g2                       MicrosoftWindowsServer:WindowsServer:2012-datacenter-smalldisk-g2:9200.23042.2005081858                                           9200.23042.2005081858
WindowsServer                                       MicrosoftWindowsServer              2012-datacenter-smalldisk-g2                       MicrosoftWindowsServer:WindowsServer:2012-datacenter-smalldisk-g2:9200.23066.2006051749                                           9200.23066.2006051749
WindowsServer                                       MicrosoftWindowsServer              2012-datacenter-smalldisk-g2                       MicrosoftWindowsServer:WindowsServer:2012-datacenter-smalldisk-g2:9200.23086.2007131700                                           9200.23086.2007131700
WindowsServer                                       MicrosoftWindowsServer              2012-datacenter-smalldisk-g2                       MicrosoftWindowsServer:WindowsServer:2012-datacenter-smalldisk-g2:9200.23121.2008080510                                           9200.23121.2008080510
WindowsServer                                       MicrosoftWindowsServer              2012-datacenter-smalldisk-g2                       MicrosoftWindowsServer:WindowsServer:2012-datacenter-smalldisk-g2:9200.23149.2009040500                                           9200.23149.2009040500
WindowsServer                                       MicrosoftWindowsServer              2012-datacenter-smalldisk-g2                       MicrosoftWindowsServer:WindowsServer:2012-datacenter-smalldisk-g2:9200.23179.2010090042                                           9200.23179.2010090042
WindowsServer                                       MicrosoftWindowsServer              2012-datacenter-smalldisk-g2                       MicrosoftWindowsServer:WindowsServer:2012-datacenter-smalldisk-g2:9200.23200.2011052040                                           9200.23200.2011052040
WindowsServer                                       MicrosoftWindowsServer              2012-datacenter-smalldisk-g2                       MicrosoftWindowsServer:WindowsServer:2012-datacenter-smalldisk-g2:9200.23221.2012051549                                           9200.23221.2012051549
RightImage-WindowsServer                            RightScaleWindowsServer             2012-Datacenter-with-IIS-8                         RightScaleWindowsServer:RightImage-WindowsServer:2012-Datacenter-with-IIS-8:13.4.12                                               13.4.12
RightImage-WindowsServer                            RightScaleWindowsServer             2012-Datacenter-with-IIS-8                         RightScaleWindowsServer:RightImage-WindowsServer:2012-Datacenter-with-IIS-8:13.5.0                                                13.5.0
RightImage-WindowsServer                            RightScaleWindowsServer             2012-Datacenter-with-IIS-8                         RightScaleWindowsServer:RightImage-WindowsServer:2012-Datacenter-with-IIS-8:14.0.0                                                14.0.0
RightImage-WindowsServer                            RightScaleWindowsServer             2012-Datacenter-with-IIS-8                         RightScaleWindowsServer:RightImage-WindowsServer:2012-Datacenter-with-IIS-8:14.2.0                                                14.2.0
RightImage-WindowsServer                            RightScaleWindowsServer             2012-Datacenter-with-IIS-8                         RightScaleWindowsServer:RightImage-WindowsServer:2012-Datacenter-with-IIS-8:5.8.8                                                 5.8.8
WindowsServer                                       MicrosoftWindowsServer              2012-Datacenter-zhcn                               MicrosoftWindowsServer:WindowsServer:2012-Datacenter-zhcn:3.127.20181010                                                          3.127.20181010
WindowsServer                                       MicrosoftWindowsServer              2012-Datacenter-zhcn                               MicrosoftWindowsServer:WindowsServer:2012-Datacenter-zhcn:3.127.20181122                                                          3.127.20181122
WindowsServer                                       MicrosoftWindowsServer              2012-Datacenter-zhcn                               MicrosoftWindowsServer:WindowsServer:2012-Datacenter-zhcn:3.127.20190115                                                          3.127.20190115
WindowsServer                                       MicrosoftWindowsServer              2012-Datacenter-zhcn                               MicrosoftWindowsServer:WindowsServer:2012-Datacenter-zhcn:3.127.20190214                                                          3.127.20190214
WindowsServer                                       MicrosoftWindowsServer              2012-Datacenter-zhcn                               MicrosoftWindowsServer:WindowsServer:2012-Datacenter-zhcn:3.127.20190314                                                          3.127.20190314
WindowsServer                                       MicrosoftWindowsServer              2012-Datacenter-zhcn                               MicrosoftWindowsServer:WindowsServer:2012-Datacenter-zhcn:3.127.20190410                                                          3.127.20190410
WindowsServer                                       MicrosoftWindowsServer              2012-Datacenter-zhcn                               MicrosoftWindowsServer:WindowsServer:2012-Datacenter-zhcn:9200.22931.1912060024                                                   9200.22931.1912060024
WindowsServer                                       MicrosoftWindowsServer              2012-Datacenter-zhcn                               MicrosoftWindowsServer:WindowsServer:2012-Datacenter-zhcn:9200.22952.2001101758                                                   9200.22952.2001101758
WindowsServer                                       MicrosoftWindowsServer              2012-Datacenter-zhcn                               MicrosoftWindowsServer:WindowsServer:2012-Datacenter-zhcn:9200.22952.2001292016                                                   9200.22952.2001292016
WindowsServer                                       MicrosoftWindowsServer              2012-Datacenter-zhcn                               MicrosoftWindowsServer:WindowsServer:2012-Datacenter-zhcn:9200.22978.2002070918                                                   9200.22978.2002070918
WindowsServer                                       MicrosoftWindowsServer              2012-Datacenter-zhcn                               MicrosoftWindowsServer:WindowsServer:2012-Datacenter-zhcn:9200.22998.2003082128                                                   9200.22998.2003082128
WindowsServer                                       MicrosoftWindowsServer              2012-Datacenter-zhcn                               MicrosoftWindowsServer:WindowsServer:2012-Datacenter-zhcn:9200.23016.2004101828                                                   9200.23016.2004101828
WindowsServer                                       MicrosoftWindowsServer              2012-Datacenter-zhcn                               MicrosoftWindowsServer:WindowsServer:2012-Datacenter-zhcn:9200.23042.2005081858                                                   9200.23042.2005081858
WindowsServer                                       MicrosoftWindowsServer              2012-Datacenter-zhcn                               MicrosoftWindowsServer:WindowsServer:2012-Datacenter-zhcn:9200.23066.2006051749                                                   9200.23066.2006051749
WindowsServer                                       MicrosoftWindowsServer              2012-Datacenter-zhcn                               MicrosoftWindowsServer:WindowsServer:2012-Datacenter-zhcn:9200.23086.2007131700                                                   9200.23086.2007131700
WindowsServer                                       MicrosoftWindowsServer              2012-Datacenter-zhcn                               MicrosoftWindowsServer:WindowsServer:2012-Datacenter-zhcn:9200.23121.2008080510                                                   9200.23121.2008080510
WindowsServer                                       MicrosoftWindowsServer              2012-Datacenter-zhcn                               MicrosoftWindowsServer:WindowsServer:2012-Datacenter-zhcn:9200.23149.2009040500                                                   9200.23149.2009040500
WindowsServer                                       MicrosoftWindowsServer              2012-Datacenter-zhcn                               MicrosoftWindowsServer:WindowsServer:2012-Datacenter-zhcn:9200.23179.2010090042                                                   9200.23179.2010090042
WindowsServer                                       MicrosoftWindowsServer              2012-Datacenter-zhcn                               MicrosoftWindowsServer:WindowsServer:2012-Datacenter-zhcn:9200.23200.2011052040                                                   9200.23200.2011052040
WindowsServer                                       MicrosoftWindowsServer              2012-Datacenter-zhcn                               MicrosoftWindowsServer:WindowsServer:2012-Datacenter-zhcn:9200.23221.2012051549                                                   9200.23221.2012051549
RightImage-WindowsServer                            RightScaleWindowsServer             2012-Datacenter-with-SQL-2012                      RightScaleWindowsServer:RightImage-WindowsServer:2012-Datacenter-with-SQL-2012:13.5.0                                             13.5.0
RightImage-WindowsServer                            RightScaleWindowsServer             2012-Datacenter-with-SQL-2012                      RightScaleWindowsServer:RightImage-WindowsServer:2012-Datacenter-with-SQL-2012:14.0.0                                             14.0.0
RightImage-WindowsServer                            RightScaleWindowsServer             2012-Datacenter-with-SQL-2012                      RightScaleWindowsServer:RightImage-WindowsServer:2012-Datacenter-with-SQL-2012:14.2.0                                             14.2.0
WindowsServer                                       MicrosoftWindowsServer              2012-datacenter-zhcn-g2                            MicrosoftWindowsServer:WindowsServer:2012-datacenter-zhcn-g2:9200.22931.1912060024                                                9200.22931.1912060024
WindowsServer                                       MicrosoftWindowsServer              2012-datacenter-zhcn-g2                            MicrosoftWindowsServer:WindowsServer:2012-datacenter-zhcn-g2:9200.22952.2001101758                                                9200.22952.2001101758
WindowsServer                                       MicrosoftWindowsServer              2012-datacenter-zhcn-g2                            MicrosoftWindowsServer:WindowsServer:2012-datacenter-zhcn-g2:9200.22952.2001292016                                                9200.22952.2001292016
WindowsServer                                       MicrosoftWindowsServer              2012-datacenter-zhcn-g2                            MicrosoftWindowsServer:WindowsServer:2012-datacenter-zhcn-g2:9200.22978.2002070918                                                9200.22978.2002070918
WindowsServer                                       MicrosoftWindowsServer              2012-datacenter-zhcn-g2                            MicrosoftWindowsServer:WindowsServer:2012-datacenter-zhcn-g2:9200.22998.2003082128                                                9200.22998.2003082128
WindowsServer                                       MicrosoftWindowsServer              2012-datacenter-zhcn-g2                            MicrosoftWindowsServer:WindowsServer:2012-datacenter-zhcn-g2:9200.23016.2004101828                                                9200.23016.2004101828
WindowsServer                                       MicrosoftWindowsServer              2012-datacenter-zhcn-g2                            MicrosoftWindowsServer:WindowsServer:2012-datacenter-zhcn-g2:9200.23042.2005081858                                                9200.23042.2005081858
WindowsServer                                       MicrosoftWindowsServer              2012-datacenter-zhcn-g2                            MicrosoftWindowsServer:WindowsServer:2012-datacenter-zhcn-g2:9200.23066.2006051749                                                9200.23066.2006051749
WindowsServer                                       MicrosoftWindowsServer              2012-datacenter-zhcn-g2                            MicrosoftWindowsServer:WindowsServer:2012-datacenter-zhcn-g2:9200.23086.2007131700                                                9200.23086.2007131700
WindowsServer                                       MicrosoftWindowsServer              2012-datacenter-zhcn-g2                            MicrosoftWindowsServer:WindowsServer:2012-datacenter-zhcn-g2:9200.23121.2008080510                                                9200.23121.2008080510
WindowsServer                                       MicrosoftWindowsServer              2012-datacenter-zhcn-g2                            MicrosoftWindowsServer:WindowsServer:2012-datacenter-zhcn-g2:9200.23149.2009040500                                                9200.23149.2009040500
WindowsServer                                       MicrosoftWindowsServer              2012-datacenter-zhcn-g2                            MicrosoftWindowsServer:WindowsServer:2012-datacenter-zhcn-g2:9200.23179.2010090042                                                9200.23179.2010090042
WindowsServer                                       MicrosoftWindowsServer              2012-datacenter-zhcn-g2                            MicrosoftWindowsServer:WindowsServer:2012-datacenter-zhcn-g2:9200.23200.2011052040                                                9200.23200.2011052040
WindowsServer                                       MicrosoftWindowsServer              2012-datacenter-zhcn-g2                            MicrosoftWindowsServer:WindowsServer:2012-datacenter-zhcn-g2:9200.23221.2012051549                                                9200.23221.2012051549
RightImage-WindowsServer                            RightScaleWindowsServer             2012-Datacenter-with-SQL-2012-Ent                  RightScaleWindowsServer:RightImage-WindowsServer:2012-Datacenter-with-SQL-2012-Ent:13.5.0                                         13.5.0
RightImage-WindowsServer                            RightScaleWindowsServer             2012-Datacenter-with-SQL-2012-Ent                  RightScaleWindowsServer:RightImage-WindowsServer:2012-Datacenter-with-SQL-2012-Ent:14.0.0                                         14.0.0
RightImage-WindowsServer                            RightScaleWindowsServer             2012-Datacenter-with-SQL-2012-Ent                  RightScaleWindowsServer:RightImage-WindowsServer:2012-Datacenter-with-SQL-2012-Ent:14.2.0                                         14.2.0
cello-loading-optimizer-50-windows                  samsungsds-cello                    cello-loading-optimizer-50-windows                 samsungsds-cello:cello-loading-optimizer-50-windows:cello-loading-optimizer-50-windows:5.0.1                                      5.0.1
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter                                 MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter:4.127.20180315                                                            4.127.20180315
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter                                 MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter:4.127.20180510                                                            4.127.20180510
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter                                 MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter:4.127.20180815                                                            4.127.20180815
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter                                 MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter:4.127.20180912                                                            4.127.20180912
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter                                 MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter:4.127.20181010                                                            4.127.20181010
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter                                 MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter:4.127.20181125                                                            4.127.20181125
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter                                 MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter:4.127.20190104                                                            4.127.20190104
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter                                 MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter:4.127.20190204                                                            4.127.20190204
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter                                 MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter:4.127.20190218                                                            4.127.20190218
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter                                 MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter:4.127.20190318                                                            4.127.20190318
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter                                 MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter:4.127.20190416                                                            4.127.20190416
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter                                 MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter:9600.19599.2001101806                                                     9600.19599.2001101806
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter                                 MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter:9600.19599.2001292016                                                     9600.19599.2001292016
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter                                 MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter:9600.19629.2002070917                                                     9600.19629.2002070917
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter                                 MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter:9600.19652.2003081959                                                     9600.19652.2003081959
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter                                 MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter:9600.19676.2004101829                                                     9600.19676.2004101829
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter                                 MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter:9600.19701.2005081850                                                     9600.19701.2005081850
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter                                 MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter:9600.19728.2006050139                                                     9600.19728.2006050139
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter                                 MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter:9600.19756.2007111612                                                     9600.19756.2007111612
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter                                 MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter:9600.19785.2008100926                                                     9600.19785.2008100926
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter                                 MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter:9600.19785.2008172353                                                     9600.19785.2008172353
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter                                 MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter:9600.19817.2009040500                                                     9600.19817.2009040500
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter                                 MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter:9600.19847.2010090140                                                     9600.19847.2010090140
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter                                 MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter:9600.19873.2011052019                                                     9600.19873.2011052019
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter                                 MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter:9600.19893.2012051546                                                     9600.19893.2012051546
RightImage-WindowsServer                            RightScaleWindowsServer             2012-R2-Datacenter                                 RightScaleWindowsServer:RightImage-WindowsServer:2012-R2-Datacenter:14.2.0                                                        14.2.0
WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-gensecond                       MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-gensecond:9600.19599.2001101806                                           9600.19599.2001101806
WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-gensecond                       MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-gensecond:9600.19599.2001292016                                           9600.19599.2001292016
WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-gensecond                       MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-gensecond:9600.19629.2002070917                                           9600.19629.2002070917
WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-gensecond                       MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-gensecond:9600.19652.2003081959                                           9600.19652.2003081959
WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-gensecond                       MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-gensecond:9600.19676.2004101829                                           9600.19676.2004101829
WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-gensecond                       MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-gensecond:9600.19701.2005081850                                           9600.19701.2005081850
WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-gensecond                       MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-gensecond:9600.19728.2006050139                                           9600.19728.2006050139
WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-gensecond                       MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-gensecond:9600.19756.2007111612                                           9600.19756.2007111612
WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-gensecond                       MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-gensecond:9600.19785.2008100926                                           9600.19785.2008100926
WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-gensecond                       MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-gensecond:9600.19785.2008172353                                           9600.19785.2008172353
WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-gensecond                       MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-gensecond:9600.19817.2009040500                                           9600.19817.2009040500
WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-gensecond                       MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-gensecond:9600.19847.2010090140                                           9600.19847.2010090140
WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-gensecond                       MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-gensecond:9600.19873.2011052019                                           9600.19873.2011052019
WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-gensecond                       MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-gensecond:9600.19893.2012051546                                           9600.19893.2012051546
cello-virtual-warehouse-50-windows                  samsungsds-cello                    cello-virtual-warehouse-50-windows                 samsungsds-cello:cello-virtual-warehouse-50-windows:cello-virtual-warehouse-50-windows:5.0.2                                      5.0.2
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:4.127.20180412                                                  4.127.20180412
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:4.127.20180510                                                  4.127.20180510
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:4.127.20180815                                                  4.127.20180815
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:4.127.20180912                                                  4.127.20180912
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:4.127.20181010                                                  4.127.20181010
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:4.127.20181125                                                  4.127.20181125
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:4.127.20190104                                                  4.127.20190104
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:4.127.20190204                                                  4.127.20190204
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:4.127.20190218                                                  4.127.20190218
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:4.127.20190318                                                  4.127.20190318
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:4.127.20190416                                                  4.127.20190416
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:9600.19599.2001101806                                           9600.19599.2001101806
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:9600.19599.2001292016                                           9600.19599.2001292016
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:9600.19629.2002070917                                           9600.19629.2002070917
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:9600.19652.2003081959                                           9600.19652.2003081959
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:9600.19676.2004101829                                           9600.19676.2004101829
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:9600.19701.2005081850                                           9600.19701.2005081850
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:9600.19728.2006050139                                           9600.19728.2006050139
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:9600.19756.2007111612                                           9600.19756.2007111612
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:9600.19785.2008100926                                           9600.19785.2008100926
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:9600.19785.2008172353                                           9600.19785.2008172353
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:9600.19817.2009040500                                           9600.19817.2009040500
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:9600.19847.2010090140                                           9600.19847.2010090140
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:9600.19873.2011052019                                           9600.19873.2011052019
WindowsServer                                       MicrosoftWindowsServer              2012-R2-Datacenter-smalldisk                       MicrosoftWindowsServer:WindowsServer:2012-R2-Datacenter-smalldisk:9600.19893.2012051546                                           9600.19893.2012051546
WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-smalldisk-g2                    MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-smalldisk-g2:9600.19599.2001101806                                        9600.19599.2001101806
WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-smalldisk-g2                    MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-smalldisk-g2:9600.19599.2001292016                                        9600.19599.2001292016
WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-smalldisk-g2                    MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-smalldisk-g2:9600.19629.2002070917                                        9600.19629.2002070917
WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-smalldisk-g2                    MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-smalldisk-g2:9600.19652.2003081959                                        9600.19652.2003081959
WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-smalldisk-g2                    MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-smalldisk-g2:9600.19676.2004101829                                        9600.19676.2004101829
WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-smalldisk-g2                    MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-smalldisk-g2:9600.19701.2005081850                                        9600.19701.2005081850
WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-smalldisk-g2                    MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-smalldisk-g2:9600.19728.2006050139                                        9600.19728.2006050139
WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-smalldisk-g2                    MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-smalldisk-g2:9600.19756.2007111612                                        9600.19756.2007111612
WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-smalldisk-g2                    MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-smalldisk-g2:9600.19785.2008100926                                        9600.19785.2008100926
WindowsServer                                       MicrosoftWindowsServer              2012-r2-datacenter-smalldisk-g2                    MicrosoftWindowsServer:WindowsServer:2012-r2-datacenter-smalldisk-g2:9600.19785.2008172353                                        9600.19785.2008172353
